,ENSG00000242268.2,ENSG00000259041.1,ENSG00000270112.3,ENSG00000167578.16,ENSG00000078237.5,ENSG00000269416.5,ENSG00000146083.11,ENSG00000158486.13,ENSG00000273639.4,ENSG00000198242.13,ENSG00000231981.3,ENSG00000269475.2,ENSG00000134108.12,ENSG00000261030.1,ENSG00000172137.18,ENSG00000276644.4,ENSG00000240423.1,ENSG00000271616.1,ENSG00000234881.1,ENSG00000236040.1,ENSG00000231105.1,ENSG00000094963.13,ENSG00000182141.9,ENSG00000280143.1,ENSG00000251334.2,ENSG00000231112.1,ENSG00000258610.1,ENSG00000264981.1,ENSG00000275265.1,ENSG00000185105.4,ENSG00000233540.1,ENSG00000102174.8,ENSG00000166391.14,ENSG00000232001.1,ENSG00000270469.1,ENSG00000234253.1,ENSG00000070087.13,ENSG00000262950.1,ENSG00000255420.1,ENSG00000280038.1,ENSG00000153561.12,ENSG00000251538.5,ENSG00000269148.1,ENSG00000253438.2,ENSG00000235411.1,ENSG00000179262.9,ENSG00000278099.1,ENSG00000104833.10,ENSG00000166368.2,ENSG00000206072.12,ENSG00000006695.10,ENSG00000258630.1,ENSG00000187513.8,ENSG00000225269.2,ENSG00000214062.5,ENSG00000095587.8,ENSG00000167700.8,ENSG00000274219.1,ENSG00000254102.1,ENSG00000265096.1,ENSG00000064601.16,ENSG00000227766.1,ENSG00000008517.16,ENSG00000261475.2,ENSG00000229637.3,ENSG00000266644.1,ENSG00000227896.2,ENSG00000214541.3,ENSG00000070081.15,ENSG00000166634.6,ENSG00000275479.1,ENSG00000112309.10,ENSG00000261789.1,ENSG00000254092.1,ENSG00000158480.10,ENSG00000197421.9,ENSG00000280171.1,ENSG00000260900.1,ENSG00000266579.1,ENSG00000278732.1,ENSG00000196167.9,ENSG00000264438.2,ENSG00000254131.1,ENSG00000118972.1,ENSG00000264104.1,ENSG00000179833.4,ENSG00000165312.6,ENSG00000159618.15,ENSG00000064225.12,ENSG00000250571.6,ENSG00000057294.13,ENSG00000226530.1,ENSG00000134709.10,ENSG00000166007.11,ENSG00000171861.10,ENSG00000278923.1,ENSG00000167768.4,ENSG00000273637.1,ENSG00000280159.1,ENSG00000232216.1
GTEX-ZZPU-0326-SM-5N9BJ,-3.816,-9.9658,-5.5735,4.9928,2.8219,-9.9658,4.3506,-3.816,-9.9658,10.258,-9.9658,-9.9658,5.1469,-9.9658,6.9555,0.1124,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,4.4128,1.7617,4.5988,-9.9658,-9.9658,1.4494,-9.9658,-9.9658,-3.3076,-9.9658,-5.0116,-0.0277,-9.9658,-3.0469,-9.9658,4.861,-9.9658,-9.9658,-0.6873,2.7826,-5.5735,-0.5125,-3.6259,-9.9658,6.312,-9.9658,0.4657,-9.9658,-9.9658,2.9013,-9.9658,6.0061,-3.458,-3.816,-3.0469,3.4752,-9.9658,-1.2142,0.1648,8.0618,-0.4921,5.6029,-9.9658,-9.9658,-1.3548,-2.9324,-9.9658,6.3038,-9.9658,-9.9658,-1.5522,-9.9658,-9.9658,1.8762,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.0262,-9.9658,-9.9658,-9.9658,-9.9658,2.9148,2.5388,-1.1172,2.4306,4.3249,2.0776,-9.9658,-1.1488,-9.9658,3.2707,-9.9658,-1.9379,-9.9658,-4.2934,0.8164
GTEX-VJYA-0826-SM-4KL1M,-4.035,-9.9658,-9.9658,3.6184,-0.9132,-6.5064,3.7389,-6.5064,-9.9658,9.1994,-9.9658,-9.9658,3.6347,-9.9658,-0.8599,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,0.4657,1.0711,1.7575,-9.9658,-9.9658,2.4908,-9.9658,-9.9658,-3.3076,-9.9658,-6.5064,-2.2447,-9.9658,-4.2934,-9.9658,3.7039,-9.9658,-9.9658,-2.7274,1.9226,-9.9658,-2.2447,-3.816,-9.9658,5.2687,-9.9658,0.4865,-9.9658,-4.035,1.3956,-4.6082,1.1382,-9.9658,-9.9658,-2.6349,3.6006,-9.9658,-3.458,-9.9658,5.0054,-1.0262,8.2943,-9.9658,-9.9658,-9.9658,-0.9132,-9.9658,5.6955,-9.9658,1.4547,-0.8084,-9.9658,-9.9658,1.4547,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,2.1702,-9.9658,-9.9658,-9.9658,-9.9658,0.8726,1.5902,-1.8836,2.004,3.2692,0.8327,-9.9658,3.027,-9.9658,3.3661,-9.9658,0.6517,-9.9658,-5.0116,-9.9658
TCGA-FB-A545-01,-3.458,-9.9658,-9.9658,5.1518,1.9226,0.4967,4.6347,-0.6416,-9.9658,10.4946,-9.9658,-9.9658,5.3934,-9.9658,4.6439,1.3679,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-0.1665,1.674,3.603,-9.9658,-9.9658,2.7095,-9.9658,-9.9658,-4.2934,-9.9658,-2.1779,-1.4305,-9.9658,-3.6259,-9.9658,5.8607,-9.9658,-9.9658,-2.3147,4.0705,-9.9658,-0.394,-4.2934,-9.9658,7.5376,-9.9658,-1.8314,-9.9658,0.3231,2.2723,-9.9658,3.4088,-0.2159,-1.8314,-0.4325,3.6113,-9.9658,-5.5735,-3.816,7.1208,1.7702,8.3973,-9.9658,-2.5479,-9.9658,-2.3147,-9.9658,5.0794,-9.9658,-9.9658,-1.3183,-9.9658,-9.9658,2.9186,-3.3076,-4.2934,-9.9658,-9.9658,-9.9658,1.9073,-9.9658,-9.9658,-2.8262,-9.9658,3.3017,2.6067,-0.5125,3.9194,4.0952,3.5779,-9.9658,2.5707,-9.9658,3.2959,-9.9658,-2.4659,-9.9658,-9.9658,2.118
TCGA-VQ-A927-01,-9.9658,-9.9658,-9.9658,4.837,2.3536,1.7489,4.4938,0.1388,-9.9658,9.4728,-3.3076,-9.9658,4.9792,-5.0116,-1.3183,0.8883,-3.1714,-9.9658,-9.9658,-9.9658,-1.4305,-0.5973,1.5902,2.7161,-9.9658,-9.9658,1.2756,-9.9658,-2.3884,-2.7274,-3.6259,-2.3147,5.1371,-9.9658,-9.9658,-9.9658,3.1813,-4.6082,-9.9658,-4.035,3.4661,-9.9658,-0.3383,-1.5105,-4.6082,5.4367,-9.9658,-4.2934,-9.9658,-1.7809,3.0671,-1.9379,3.3731,-4.035,-3.3076,-0.013,3.8431,-9.9658,-5.5735,-2.114,6.9602,3.8085,7.6618,-9.9658,-0.3566,-2.6349,-2.0529,-2.1779,5.8248,-9.9658,-9.9658,-0.8863,-9.9658,-9.9658,3.2297,-3.3076,-9.9658,-9.9658,-9.9658,-0.2159,3.402,-9.9658,-0.3201,-9.9658,-9.9658,2.8158,3.4451,1.3735,1.6093,3.7971,4.7772,-9.9658,3.0145,-9.9658,2.3564,-9.9658,-9.9658,-3.6259,-9.9658,4.4257
TCGA-44-2657-11,-4.2934,-9.9658,-9.9658,5.889,2.7951,-1.4305,4.6065,-0.5543,-9.9658,10.3354,-9.9658,-9.9658,5.4091,-3.6259,0.3685,1.4704,-5.0116,-9.9658,-9.9658,-9.9658,-0.8339,5.6528,1.3567,2.004,-9.9658,-9.9658,2.5487,-9.9658,-9.9658,-9.9658,-9.9658,-0.8599,-3.3076,-9.9658,-9.9658,-9.9658,4.0918,-9.9658,-9.9658,-3.6259,3.1604,-2.9324,-2.3884,-2.8262,-4.035,6.3621,-9.9658,-0.0725,-9.9658,-2.3147,2.6533,-9.9658,4.1103,-9.9658,-9.9658,-4.2934,3.3993,-9.9658,-3.3076,-2.4659,7.2886,3.4713,8.4192,-9.9658,-3.458,-2.114,-3.816,-2.9324,5.5201,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,2.4518,-0.8339,-9.9658,-9.9658,-9.9658,-0.6416,2.3843,-9.9658,-9.9658,-9.9658,-9.9658,3.4596,4.232,2.6255,3.2236,2.6984,1.1833,-2.3147,1.4065,-9.9658,3.2205,-9.9658,-2.1779,-9.9658,-5.5735,5.1306
GTEX-ZPU1-2126-SM-57WED,-1.8836,-9.9658,-3.6259,4.845,3.2944,1.8524,6.0446,2.8819,-1.0862,8.8593,-9.9658,-2.114,4.9463,-4.2934,3.8105,2.7551,-0.6193,-0.3383,-9.9658,-4.6082,0.2998,-0.4325,1.949,2.2144,-9.9658,-9.9658,3.2018,-0.7588,1.8323,-0.4131,0.8246,-3.1714,-4.6082,-1.2481,-2.5479,-2.9324,4.8012,-0.9971,3.5718,1.7617,3.3264,1.5165,0.4016,-3.6259,-0.6643,6.4293,-9.9658,6.6121,-9.9658,-1.0262,4.8284,1.7786,2.8219,1.5366,-2.3884,-0.1187,2.9692,-0.5543,-4.2934,-2.7274,5.7711,-1.685,3.5022,1.8564,1.5013,-0.6193,0.24,-9.9658,7.014,-1.7809,1.5514,0.2277,-1.3921,4.2563,4.3611,0.7748,-2.0529,-9.9658,-9.9658,-9.9658,3.345,-9.9658,-1.7809,-4.6082,-9.9658,3.6555,3.5596,-0.4131,0.8805,3.8759,2.872,-1.5105,6.9743,-9.9658,4.6095,-9.9658,0.5069,0.2642,-1.685,-0.8599
GTEX-X585-0008-SM-46MU4,-9.9658,-9.9658,-9.9658,4.314,3.8002,-5.0116,3.927,-4.035,-9.9658,10.8006,-9.9658,-9.9658,5.9869,-9.9658,-1.9942,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,5.8217,2.3164,2.3135,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,6.3823,-9.9658,-9.9658,-1.0862,3.2988,-9.9658,-0.6873,-5.0116,-9.9658,6.674,-9.9658,-1.5522,-9.9658,-9.9658,2.8034,-9.9658,-3.6259,-9.9658,-9.9658,-2.8262,3.3134,-9.9658,1.0007,-3.458,7.7677,-0.8599,2.8034,-9.9658,0.8647,-2.6349,-0.8339,-9.9658,6.027,-1.8836,-9.9658,-2.4659,-9.9658,-9.9658,2.6232,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,4.327,2.5948,-9.9658,1.0779,4.2048,-0.7346,-9.9658,-5.0116,-9.9658,3.5657,-9.9658,-1.0559,-9.9658,-3.6259,-9.9658
TCGA-EB-A41A-01,-9.9658,-9.9658,-9.9658,5.7337,2.6185,-9.9658,4.2847,-6.5064,-9.9658,10.2545,-9.9658,-9.9658,4.9584,-9.9658,-1.8836,-3.458,-4.2934,-9.9658,-9.9658,-9.9658,-4.6082,-4.2934,1.1897,0.9419,-9.9658,-9.9658,1.4065,-9.9658,-9.9658,-2.4659,-9.9658,-2.1779,-5.0116,-9.9658,-4.2934,-9.9658,5.9688,-9.9658,-9.9658,-3.6259,2.9966,-9.9658,-2.7274,-4.035,-5.0116,7.1496,-9.9658,6.9016,-9.9658,-9.9658,3.0145,-9.9658,0.7233,-6.5064,-3.1714,-3.816,2.727,-9.9658,-5.5735,-4.6082,7.7702,2.9784,3.9801,-9.9658,-3.458,-9.9658,0.3346,-9.9658,4.8218,-5.0116,2.183,-2.7274,-9.9658,-9.9658,2.2723,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-4.035,-9.9658,-9.9658,4.251,2.9911,-4.035,5.9023,3.8279,-2.8262,-3.816,0.7916,-5.0116,3.7518,-9.9658,-0.2328,-5.0116,-2.1779,-3.0469
TCGA-55-6982-01,-9.9658,-9.9658,-9.9658,4.847,3.4984,-4.6082,4.3234,1.0573,-9.9658,9.8213,-9.9658,-9.9658,5.8212,-9.9658,0.688,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,-2.5479,3.4464,0.6332,2.7657,-9.9658,-9.9658,1.8036,-9.9658,-9.9658,-9.9658,-9.9658,0.9493,-9.9658,-9.9658,-9.9658,-9.9658,6.0917,-9.9658,-9.9658,-3.1714,3.7453,-5.0116,-2.5479,-4.2934,-1.9379,6.4219,-9.9658,-1.9379,-9.9658,-1.2481,1.5266,-9.9658,2.0844,-3.3076,-3.458,-1.9379,3.3264,-9.9658,-2.7274,-9.9658,9.4134,3.6939,8.9445,-9.9658,-0.0425,-9.9658,-2.1779,-9.9658,6.6876,-9.9658,1.9564,-2.8262,-9.9658,-9.9658,2.6464,-1.1488,-2.7274,-9.9658,-9.9658,-9.9658,1.4652,-9.9658,-9.9658,-5.5735,-9.9658,3.7006,2.5437,0.8408,1.8524,2.7784,0.1388,-9.9658,3.1749,-9.9658,2.6255,-9.9658,-2.9324,-9.9658,-4.6082,4.7714
GTEX-S4UY-0426-SM-3K2AF,-2.2447,-9.9658,-6.5064,4.7882,1.7912,-9.9658,3.1129,-5.5735,-9.9658,10.1887,-9.9658,-9.9658,5.4233,-9.9658,-4.2934,-2.1779,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,3.7919,0.7664,8.8394,-9.9658,-9.9658,3.2572,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-3.458,-9.9658,6.7501,-9.9658,-9.9658,-0.0574,2.8178,-9.9658,-1.8314,-5.0116,-4.035,6.8003,-9.9658,-3.458,-9.9658,-9.9658,2.5658,-9.9658,7.1438,-9.9658,-3.3076,-6.5064,2.3898,-9.9658,-3.816,-0.8599,6.1655,0.058,3.0376,-9.9658,-9.9658,-9.9658,-2.2447,-0.0425,5.2954,-9.9658,-9.9658,-0.0425,-9.9658,-9.9658,0.7579,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-0.4921,-9.9658,-9.9658,-5.5735,-9.9658,3.2251,2.4753,-5.5735,0.9862,3.7345,-2.0529,-2.8262,-2.2447,-9.9658,2.9128,-9.9658,1.5661,-9.9658,-0.6193,-9.9658
GTEX-12WSD-2826-SM-59HKT,-9.9658,-9.9658,-6.5064,4.9141,-0.3383,-5.5735,5.8207,-4.2934,-9.9658,10.8301,-3.6259,-9.9658,5.4999,-9.9658,-0.1187,1.105,-9.9658,-9.9658,-9.9658,-9.9658,-0.4719,4.4364,2.5536,5.061,-1.5105,-9.9658,3.603,-9.9658,-9.9658,-4.6082,-9.9658,-1.2828,-4.6082,-9.9658,-0.6873,-9.9658,5.7358,-9.9658,-9.9658,2.236,3.7804,-9.9658,0.058,-4.2934,-1.8836,6.578,-9.9658,-0.9132,-9.9658,-5.0116,2.7379,-9.9658,5.2586,-9.9658,-0.4719,-0.7834,3.4384,-9.9658,-2.7274,-3.1714,6.6872,2.5061,5.4499,-9.9658,-9.9658,-9.9658,1.2271,0.5666,5.9155,-9.9658,3.2511,1.9034,-9.9658,-9.9658,2.0979,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,3.5009,-1.0862,-2.4659,-5.5735,-9.9658,3.8279,3.4183,-1.3548,2.5188,5.302,1.5998,-0.6416,-1.7809,-9.9658,2.9911,-9.9658,2.6067,-9.9658,-2.3884,-9.9658
GTEX-NPJ7-0011-R6a-SM-2I3G7,-0.5973,-9.9658,-0.8084,5.435,1.2815,-1.2481,4.2825,-4.035,-9.9658,9.0674,-9.9658,-9.9658,5.3031,-9.9658,4.3206,3.0056,-3.458,-9.9658,-9.9658,-9.9658,-4.035,1.0433,1.4228,1.7053,-9.9658,-9.9658,3.623,-9.9658,-9.9658,1.9527,-9.9658,-3.0469,-5.5735,-9.9658,-2.3147,-9.9658,7.4627,-9.9658,-9.9658,-1.4305,3.9156,-9.9658,-2.1779,-9.9658,-5.0116,5.9528,-9.9658,8.4107,-9.9658,-9.9658,1.4704,-9.9658,2.7183,-9.9658,-4.035,1.3225,3.8177,-9.9658,-5.0116,-4.2934,5.582,-0.5973,2.6395,-9.9658,-9.9658,-2.5479,0.0158,-2.8262,5.1534,-9.9658,0.6425,2.5188,-9.9658,-1.8836,4.1269,0.3346,-5.5735,-9.9658,-9.9658,-9.9658,0.1124,-9.9658,-2.9324,-9.9658,-9.9658,1.7403,2.1147,-2.0529,1.5415,4.061,2.4649,-1.685,2.3308,-9.9658,2.8502,-9.9658,0.1257,-9.9658,-2.6349,-9.9658
GTEX-UPIC-1726-SM-4IHKG,-9.9658,-9.9658,-9.9658,5.5097,1.1316,2.7336,5.7578,1.7053,-9.9658,9.8193,-9.9658,-9.9658,4.3702,-3.0469,1.787,0.1388,-9.9658,-9.9658,-9.9658,-9.9658,-1.8836,1.2209,1.595,4.9505,-9.9658,-9.9658,1.2875,-9.9658,-9.9658,-4.2934,-9.9658,-3.3076,6.2319,-9.9658,-9.9658,-9.9658,3.9792,-9.9658,-9.9658,-1.6394,3.5875,-9.9658,0.3573,-9.9658,-9.9658,5.7337,1.0293,0.1903,-9.9658,-9.9658,3.4765,-1.3921,1.9822,-1.0559,-9.9658,-2.6349,4.7377,-9.9658,-4.6082,1.3225,8.3358,2.9525,7.9363,-9.9658,-1.8836,-9.9658,-0.5125,-0.9971,4.437,-9.9658,-9.9658,0.4657,-9.9658,-9.9658,3.055,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,2.5388,-9.9658,0.1124,-9.9658,-9.9658,3.1876,3.2944,1.7617,0.8164,4.4344,5.2308,-2.1779,3.1162,-9.9658,3.5274,-9.9658,1.9149,-2.7274,-5.5735,4.7819
GTEX-WZTO-0626-SM-4PQYY,-9.9658,-9.9658,-5.5735,3.5803,-2.114,-9.9658,3.2466,-4.6082,-9.9658,7.7199,-9.9658,-9.9658,2.9984,-9.9658,-9.9658,-2.1779,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-1.9379,-0.8339,0.8961,-9.9658,-9.9658,2.9071,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,7.2565,-9.9658,-3.816,-9.9658,2.6984,-9.9658,-5.0116,-3.458,3.944,-9.9658,-1.7809,-9.9658,-3.6259,5.0317,-9.9658,-2.3884,-4.6082,-3.1714,1.4441,-2.2447,0.7233,-9.9658,-3.6259,-5.5735,4.0366,-9.9658,-9.9658,-9.9658,4.8876,-0.6873,4.5632,-9.9658,-9.9658,-1.5522,-0.4325,-9.9658,3.834,-9.9658,1.5064,-1.5105,-9.9658,-9.9658,1.0711,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-9.9658,-9.9658,-9.9658,3.2915,0.9419,0.7664,3.5935,3.7625,2.1894,-9.9658,3.0127,-9.9658,2.4883,-9.9658,0.2998,-9.9658,-4.2934,-2.4659
TCGA-E2-A153-11,-9.9658,-9.9658,-9.9658,5.1776,3.0056,-2.5479,4.6972,-1.7322,-3.6259,10.0921,-9.9658,-4.6082,5.8082,-9.9658,2.3222,2.5163,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,4.7049,2.5828,4.4964,-1.8314,-9.9658,2.0076,-9.9658,-1.0862,-2.114,-9.9658,0.24,4.2158,-9.9658,-4.2934,-9.9658,5.4463,-9.9658,-9.9658,-1.8314,4.6059,-9.9658,-2.6349,2.3394,-9.9658,6.4256,-9.9658,-1.8314,-9.9658,-9.9658,3.2096,-2.1779,3.9524,-5.5735,-3.1714,-4.6082,4.0918,-9.9658,-2.8262,-9.9658,6.791,-0.5756,5.6834,-9.9658,-9.9658,-0.7834,-2.5479,-9.9658,7.5519,-9.9658,2.3508,-0.6643,-9.9658,-9.9658,3.5399,1.3511,0.517,-9.9658,-9.9658,-1.5951,1.5514,-9.9658,-2.9324,-9.9658,-6.5064,4.1915,3.2002,0.0014,2.7508,3.4997,3.8064,-0.8863,3.4304,-9.9658,3.7302,-9.9658,-2.3884,-9.9658,-3.6259,1.9264
GTEX-WHSB-0005-SM-3LK7C,-9.9658,-9.9658,-4.6082,6.4087,0.5763,-9.9658,4.3313,-6.5064,-9.9658,7.8904,-9.9658,-9.9658,3.3492,-5.0116,-9.9658,0.0014,-9.9658,-9.9658,-9.9658,-9.9658,-1.4699,-5.5735,-2.5479,0.0014,-9.9658,-9.9658,0.4233,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.0559,-9.9658,-9.9658,-6.5064,2.727,-9.9658,-1.7809,-5.5735,-5.5735,4.551,-9.9658,-1.8836,-9.9658,-4.6082,-0.1031,-9.9658,-3.3076,-9.9658,-9.9658,-5.5735,1.4388,-9.9658,-9.9658,-9.9658,6.6686,4.1061,6.4891,-9.9658,-9.9658,-9.9658,-4.035,-3.6259,1.1706,-9.9658,1.3735,-2.9324,-9.9658,-9.9658,1.4652,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.8327,1.8201,0.2881,1.8722,3.1955,-3.3076,-9.9658,-6.5064,-9.9658,0.8726,-9.9658,1.4494,-9.9658,-4.035,-9.9658
GTEX-Y9LG-0226-SM-4VBS4,-9.9658,-9.9658,-5.5735,5.6537,1.8683,-5.5735,4.1939,-9.9658,-9.9658,10.4375,-9.9658,-9.9658,5.5417,-9.9658,-0.1504,-2.3884,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,7.8693,2.0844,7.7904,-9.9658,-9.9658,2.4279,-9.9658,-2.3147,-5.5735,-9.9658,-2.5479,-4.035,-9.9658,-3.816,-9.9658,6.37,-9.9658,-9.9658,-0.7588,2.909,-9.9658,-1.0262,-9.9658,-9.9658,6.4869,-9.9658,-1.3183,-9.9658,-9.9658,1.9415,-9.9658,4.9426,-5.0116,-9.9658,-5.0116,2.2391,-9.9658,-3.6259,-1.9942,7.6403,3.2885,5.9663,-9.9658,-9.9658,-9.9658,-0.9971,-9.9658,5.9484,-9.9658,-9.9658,-0.7588,-9.9658,-9.9658,2.043,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.2998,-9.9658,-9.9658,-9.9658,-9.9658,3.5718,3.2944,-2.5479,2.9637,3.8591,1.4547,-1.9942,-0.2671,-9.9658,2.6873,-9.9658,2.2783,-9.9658,-1.3548,-9.9658
GTEX-13PVQ-0726-SM-5L3GI,-3.3076,-9.9658,-3.0469,5.8074,1.7097,-9.9658,5.9787,-5.0116,-9.9658,9.9743,-3.3076,-9.9658,5.6571,-9.9658,-1.8314,-2.8262,-2.3884,-9.9658,-9.9658,-9.9658,-3.1714,1.3735,2.4597,5.4033,-9.9658,-9.9658,2.7357,-9.9658,-9.9658,-5.5735,-9.9658,-1.7322,-9.9658,-9.9658,-9.9658,-9.9658,5.6074,-9.9658,-9.9658,-1.4305,2.651,-9.9658,0.5271,-2.8262,-4.2934,6.7596,-9.9658,0.6608,-9.9658,-9.9658,2.2931,-9.9658,5.1355,-9.9658,-1.3548,-2.4659,4.7619,-9.9658,-3.458,-0.8863,6.2455,1.7009,7.9082,-9.9658,-9.9658,-2.4659,-0.2671,-9.9658,5.4745,-9.9658,2.7551,0.7493,-9.9658,-9.9658,3.3105,6.2252,-2.3147,-9.9658,-9.9658,-9.9658,2.128,-9.9658,0.5069,-0.8863,-9.9658,3.2251,2.7029,-2.9324,2.0395,4.3723,-0.5973,-1.8836,3.38,-9.9658,3.4504,-9.9658,2.2421,-9.9658,-3.458,-9.9658
GTEX-OHPL-1626-SM-2HMIR,-3.0469,-9.9658,-2.7274,3.1588,1.7403,-9.9658,2.7993,-4.2934,-9.9658,9.6148,-9.9658,-9.9658,5.1157,-9.9658,-0.9406,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,2.7889,-0.1345,1.736,-9.9658,-9.9658,0.8568,-9.9658,-3.1714,1.614,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,7.3863,-9.9658,-9.9658,-5.0116,4.7576,-9.9658,-3.1714,-4.035,-3.816,8.7462,-9.9658,0.2154,-9.9658,-9.9658,3.8147,-9.9658,3.8421,-5.5735,-4.035,-0.6416,3.1028,-9.9658,-9.9658,-9.9658,4.8345,-1.6394,7.9632,-9.9658,-9.9658,-2.6349,-2.114,-9.9658,4.1335,-3.458,-9.9658,-1.7322,-9.9658,-2.9324,2.8622,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.8599,-9.9658,-1.9942,-9.9658,-9.9658,1.8524,0.8647,-5.5735,1.7141,1.6649,0.9343,-3.6259,-2.5479,-9.9658,4.0198,-9.9658,-1.685,-9.9658,-9.9658,-9.9658
GTEX-POYW-0006-SM-2XCF4,-9.9658,-9.9658,-6.5064,4.2304,1.2934,-9.9658,3.7094,-6.5064,-9.9658,8.7771,-1.9942,-9.9658,3.9719,-9.9658,-1.7322,-0.4921,-9.9658,-9.9658,-9.9658,-9.9658,-2.1779,-0.6643,-0.7108,0.7664,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,1.8484,-9.9658,-9.9658,-9.9658,3.1442,-9.9658,-3.0469,-9.9658,-9.9658,5.7222,-9.9658,1.642,-9.9658,-9.9658,0.7321,-9.9658,-1.4699,-9.9658,-9.9658,-4.6082,0.5859,-9.9658,-9.9658,-9.9658,6.2741,1.3567,6.0385,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,4.4189,-4.035,-9.9658,-0.9686,-9.9658,-9.9658,0.1388,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,2.2813,2.0254,0.9716,0.9862,1.7229,-0.2159,-9.9658,-1.7322,-9.9658,0.4233,-9.9658,5.4634,-9.9658,-4.035,3.4237
TCGA-DD-A3A5-11,-9.9658,-9.9658,-9.9658,3.4739,-0.9406,-9.9658,1.4335,-9.9658,-9.9658,8.5039,-9.9658,-9.9658,3.3163,-9.9658,-9.9658,-2.5479,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-2.5479,-0.9132,-9.9658,-9.9658,-0.9971,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,6.0512,-9.9658,-5.0116,-9.9658,3.5498,-9.9658,-9.9658,-6.5064,3.3703,-9.9658,-4.6082,-5.5735,-4.035,5.5985,-9.9658,-2.7274,-9.9658,-9.9658,1.6093,-4.2934,0.4016,-9.9658,-9.9658,-4.6082,3.9496,-9.9658,-6.5064,-9.9658,5.673,-4.2934,6.7438,-9.9658,-9.9658,-4.2934,-5.0116,-9.9658,4.927,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,1.2756,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-2.3884,-9.9658,-9.9658,-9.9658,-9.9658,0.8883,1.5216,-0.8599,4.4615,1.5806,2.4571,-9.9658,2.2842,-9.9658,3.1245,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TCGA-BA-A8YP-01,-9.9658,-9.9658,-9.9658,5.0523,4.1772,-9.9658,4.7383,0.9789,-2.2447,9.9662,-9.9658,-3.3076,6.0424,-9.9658,3.9847,-1.6394,-3.816,-9.9658,-9.9658,-9.9658,-2.7274,-0.9686,1.9188,2.4675,-9.9658,-9.9658,1.9188,-9.9658,-9.9658,-1.8836,-3.0469,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,7.7197,-9.9658,-9.9658,-2.3147,4.845,-9.9658,-1.1811,-0.3201,-3.6259,7.2641,-9.9658,4.864,-9.9658,1.1897,2.7868,-9.9658,2.9205,-9.9658,-9.9658,-1.3548,4.2563,-9.9658,-6.5064,-9.9658,6.668,0.4552,6.5181,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,6.2373,-5.5735,1.3791,-3.1714,-9.9658,-9.9658,2.3536,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-3.1714,-9.9658,-9.9658,5.0251,2.7117,-2.3147,0.4865,3.8177,4.6485,-9.9658,3.1971,-9.9658,3.6725,-9.9658,-0.0725,-9.9658,-6.5064,-0.7346
